Age;Gender;MaritalStatus;ChildrenNumber;HasChildren;CountryCitizen;CountryLive;IsEthnicMinority;LanguageAtHome;EmploymentField;Income;IsUnderEmployed;SchoolDegree;SchoolMajor;HoursLearning;MoneyForLearning;MonthsProgramming
17;male;NA;NA;NA;Australia;Australia;0;English;NA;NA;NA;some high school;NA;10;20;48
30;male;NA;NA;NA;Australia;Australia;0;English;software development and IT;57000;0;master's degree (non-professional);Statistics;20;100;2
28;male;single- never married;NA;0;United States of America;United States of America;1;Somali;software development and IT;105000;0;master's degree (non-professional);Electrical Engineering;20;0;12
29;male;NA;NA;NA;Australia;Indonesia;0;English;NA;NA;NA;bachelor's degree;Sociology;8;0;12
16;male;NA;NA;NA;Australia;Australia;0;English;NA;NA;NA;some high school;NA;50;0;72
18;male;NA;NA;NA;New Zealand;New Zealand;0;English;office and administrative support;NA;0;NA;NA;NA;0;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;200;6
51;male;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;bachelor's degree;Accounting;20;12000;24
NA;female;married or domestic partnership;NA;0;United States of America;United States of America;1;English;health care;65000;1;professional degree (MBA- MD- JD- etc.);Information Systems;8;3500;6
25;male;NA;NA;NA;United States of America;United States of America;0;English;Landscaping;22000;1;high school diploma or equivalent (GED);NA;5;0;4
55;male;married or domestic partnership;3;1;United States of America;United States of America;0;English;NA;NA;NA;professional degree (MBA- MD- JD- etc.);Computer Science;8;5000;30
15;male;NA;NA;NA;United States of America;United States of America;1;Gujarati;NA;NA;NA;some high school;NA;NA;50;NA
17;agender;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;some high school;NA;12;0;12
24;male;single- never married;NA;0;India;India;0;Hindi;software development and IT;NA;1;bachelor's degree;Computer Science;15;0;60
29;female;single- never married;1;1;United States of America;United States of America;1;English;digital marketing;70000;0;professional degree (MBA- MD- JD- etc.);Advertising and Marketing;10;600;3
24;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;50000;0;bachelor's degree;Economics;25;0;5
45;female;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;bachelor's degree;Computer Science;15;75;7
31;male;NA;NA;NA;United States of America;United States of America;0;English;transportation;10000;1;bachelor's degree;Liberal Arts;20;300;12
36;female;married or domestic partnership;NA;0;United States of America;United States of America;0;English;software development and IT;103000;1;bachelor's degree;Computer Programming;4;0;144
35;male;single- never married;NA;0;United States of America;Thailand;1;English;software development and IT;8000;1;some college credit- no degree;NA;6;40;18
27;male;NA;NA;NA;Brazil;Brazil;0;Portuguese;software development and IT;NA;0;bachelor's degree;Information Technology;8;300;36
50;female;single- never married;1;1;United States of America;United States of America;0;English;software development and IT;70000;0;master's degree (non-professional);NA;20;200;1
31;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;bachelor's degree;Parks and Recreation Management;50;100;3
28;male;NA;NA;NA;United States of America;United States of America;1;Spanish;software development and IT;30000;1;associate's degree;Medicine;40;0;96
31;male;married or domestic partnership;2;1;Japan;Japan;0;Vietnamese;NA;NA;NA;associate's degree;Law;10;10000;2
38;male;married or domestic partnership;3;1;Brazil;Brazil;0;Portuguese;software development and IT;50000;0;bachelor's degree;Communications;8;100;6
27;female;NA;NA;NA;United States of America;United States of America;1;English;insurance;27000;1;master's degree (non-professional);English;10;1000;16
32;male;married or domestic partnership;NA;0;Brazil;Brazil;0;Portuguese;software development and IT;35000;0;bachelor's degree;Information Technology;20;5000;120
15;male;NA;NA;NA;Australia;Australia;0;English;NA;NA;NA;some high school;NA;8;0;4
24;male;NA;NA;NA;United States of America;United States of America;1;English;IT auditing;63000;0;professional degree (MBA- MD- JD- etc.);Accounting;2;200;36
41;male;married or domestic partnership;2;1;United States of America;United States of America;1;English;software development and IT;80000;0;bachelor's degree;Advertising and Marketing;8;8000;9
41;male;NA;NA;NA;El Salvador;United States of America;1;English;NA;NA;NA;high school diploma or equivalent (GED);NA;10;0;0
16;female;NA;NA;NA;Philippines;Philippines;0;English;NA;NA;NA;some high school;NA;15;50;18
55;male;married or domestic partnership;3;1;United States of America;United States of America;0;English;Software Professional Services;120000;0;some college credit- no degree;NA;5;0;4
20;male;NA;NA;NA;India;India;0;Gujarati;NA;NA;NA;some college credit- no degree;NA;10;600;36
29;male;single- never married;5;1;United States of America;Malaysia;1;Mandarin Chinese;NA;NA;NA;some high school;NA;1;12;4
25;male;married or domestic partnership;NA;0;United States of America;United States of America;0;English;software development and IT;18000;0;associate's degree;Computer Science;60;0;60
37;male;single- never married;2;1;United States of America;United States of America;0;English;sales;20000;1;some college credit- no degree;NA;10;0;12
26;male;NA;NA;NA;Nigeria;Germany;0;English;NA;NA;NA;professional degree (MBA- MD- JD- etc.);Computer Science;10;0;2
31;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;health care;38000;0;bachelor's degree;Philosophy;40;20000;12
30;male;NA;NA;NA;United States of America;United States of America;0;English;education;NA;1;bachelor's degree;Linguistics;6;200;7
54;male;married or domestic partnership;1;1;Taiwan;Taiwan;0;Mandarin Chinese;arts- entertainment- sports- or media;NA;1;bachelor's degree;Electrical Engineering;6;NA;6
15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;3
20;male;NA;NA;NA;India;India;0;Hindi;NA;NA;NA;some high school;NA;20;500;12
28;male;NA;NA;NA;New Zealand;New Zealand;0;English;NA;NA;NA;bachelor's degree;Nutrition;25;0;30
28;female;NA;NA;NA;United States of America;Japan;1;English;education;26000;1;master's degree (non-professional);Art History;5;0;2
28;male;NA;NA;NA;United States of America;United States of America;0;English;office and administrative support;55000;0;bachelor's degree;Music;6;400;7
22;male;NA;NA;NA;India;India;0;Kannada;NA;NA;NA;bachelor's degree;Computer Science;25;0;2
27;male;NA;NA;NA;Peru;Peru;1;Spanish;NA;NA;NA;some college credit- no degree;NA;1;300;4
49;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;bachelor's degree;Accounting;25;18000;24
11;female;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;no high school (secondary school);NA;5;0;14
34;male;NA;NA;NA;United States of America;United States of America;0;English;sales;35000;1;bachelor's degree;Cinematography And Film;5;150;6
23;male;single- never married;NA;0;India;India;0;Hindi;NA;NA;NA;bachelor's degree;Electrical Engineering;35;400;2
35;male;married or domestic partnership;2;1;United States of America;United States of America;1;Yue (Cantonese) Chinese;sales;20000;1;bachelor's degree;Political Science;20;0;1
50;male;married or domestic partnership;3;1;Kenya;Kenya;0;English;farming- fishing- and forestry;12000;1;bachelor's degree;Math;25;0;6
17;male;NA;NA;NA;Brazil;Brazil;0;Portuguese;NA;NA;NA;trade- technical- or vocational training;NA;12;0;36
42;male;married or domestic partnership;3;1;Iraq;Jordan;0;Arabic;office and administrative support;30000;1;bachelor's degree;Chemical Engineering;3;50;1
20;male;NA;NA;NA;Nepal;Nepal;0;Nepali;NA;NA;NA;bachelor's degree;Information Technology;14;0;9
27;male;NA;NA;NA;South Africa;South Africa;1;English;software development and IT;8000;1;NA;NA;25;NA;18
18;male;NA;NA;NA;India;India;1;Telugu;NA;NA;NA;high school diploma or equivalent (GED);NA;20;30;6
40;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;health care;200000;0;professional degree (MBA- MD- JD- etc.);Medicine;1;20;6
37;female;NA;NA;NA;Malaysia;United States of America;1;English;NA;NA;NA;bachelor's degree;NA;8;40;1
30;female;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;master's degree (non-professional);Liberal Arts;14;100;24
35;male;married or domestic partnership;NA;0;India;India;1;Tamil;NA;NA;NA;bachelor's degree;Accounting;4;0;1
30;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;110000;0;master's degree (non-professional);Math;10;8000;24
33;male;NA;NA;NA;United States of America;United States of America;0;English;Research and Development ;44000;1;bachelor's degree;Cinematography And Film;15;1000;1
33;male;married or domestic partnership;1;1;South Africa;South Africa;0;English;Waste management;46000;0;master's degree (non-professional);Mechanical Engineering;10;0;3
23;male;single- never married;NA;0;India;India;1;Hindi;NA;NA;NA;bachelor's degree;Computer Science;50;0;3
18;male;NA;NA;NA;Portugal;India;0;English;NA;NA;NA;high school diploma or equivalent (GED);NA;5;0;12
28;male;NA;NA;NA;United Kingdom;Colombia;0;English;NA;NA;NA;bachelor's degree;Business Administration;30;200;3
20;male;NA;NA;NA;Sri Lanka;Sri Lanka;1;Tamil;software development and IT;NA;0;bachelor's degree;Software Engineering;28;NA;60
34;male;divorced;3;1;United States of America;United States of America;1;English;NA;NA;NA;bachelor's degree;Information Technology;25;1500;96
23;male;NA;NA;NA;India;India;1;Telugu;NA;NA;NA;professional degree (MBA- MD- JD- etc.);Software Engineering;8;180;20
19;male;NA;NA;NA;Malaysia;Malaysia;0;English;NA;NA;NA;high school diploma or equivalent (GED);NA;5;0;3
33;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;arts- entertainment- sports- or media;24000;1;some college credit- no degree;NA;10;300;3
20;male;NA;NA;NA;India;India;0;Marathi;NA;NA;NA;bachelor's degree;Electrical Engineering;20;0;30
28;male;married or domestic partnership;1;1;United States of America;United States of America;1;English;NA;NA;NA;some college credit- no degree;NA;2;50;6
40;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;software development and IT;100000;0;Ph.D.;Biology;15;2500;30
35;male;NA;NA;NA;United States of America;United States of America;1;English;software development and IT;55000;0;bachelor's degree;Graphic Design;20;500;7
30;male;NA;NA;NA;Bangladesh;Bangladesh;1;Bengali;NA;NA;NA;some high school;NA;6;1000;9
35;male;NA;NA;NA;United States of America;United States of America;0;English;education;45000;1;bachelor's degree;Business Administration;30;10;1
29;male;NA;NA;NA;United States of America;United States of America;0;English;office and administrative support;9000;1;associate's degree;Accounting;10;500;11
19;male;NA;NA;NA;United States of America;United States of America;0;English;sales;16000;1;high school diploma or equivalent (GED);NA;24;0;24
47;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;software development and IT;120000;0;associate's degree;Computer Programming;2;0;0
24;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;69500;0;bachelor's degree;Computer Science;7;10000;60
45;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;Retail;26000;1;associate's degree;Web Design;20;400;24
29;male;NA;NA;NA;Nepal;United States of America;1;English;NA;NA;NA;bachelor's degree;Information Technology;30;600;6
40;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;some college credit- no degree;NA;50;600;20
41;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;Security;22000;1;some college credit- no degree;NA;30;0;6
19;male;NA;NA;NA;India;India;1;English;NA;NA;NA;some high school;NA;4;0;2
34;male;married or domestic partnership;2;1;China;United States of America;0;Mandarin Chinese;finance;110000;0;Ph.D.;Math;10;100;5
