Age;Gender;MaritalStatus;ChildrenNumber;HasChildren;CountryCitizen;CountryLive;IsEthnicMinority;LanguageAtHome;EmploymentField;Income;IsUnderEmployed;SchoolDegree;SchoolMajor;HoursLearning;MoneyForLearning;MonthsProgramming
28;female;NA;NA;NA;Ireland;United States of America;0;English;software development and IT;75000;0;master's degree (non-professional);Marketing;4;20;2
24;female;NA;NA;NA;Nigeria;Nigeria;0;Igbo;software development and IT;NA;0;bachelor's degree;English;2;0;1
38;male;NA;NA;NA;United States of America;United States of America;1;English;software development and IT;85000;0;associate's degree;Network- Database- and System Administration;4;200;1
37;male;married or domestic partnership;2;1;United States of America;Japan;1;English;education;NA;0;bachelor's degree;Music;1;0;12
30;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;21000;0;bachelor's degree;Mechanical Engineering;20;0;10
28;male;NA;NA;NA;Romania;Romania;0;Romanian;software development and IT;7000;1;master's degree (non-professional);Computer Science;25;0;12
34;male;married or domestic partnership;NA;0;Serbia;Serbia;0;Serbian;sales;6000;1;high school diploma or equivalent (GED);NA;20;NA;18
26;male;married or domestic partnership;NA;0;Australia;Mexico;0;English;NA;NA;NA;master's degree (non-professional);Economics;5;300;8
32;male;single- never married;NA;0;India;United States of America;1;Hindi;software development and IT;70000;0;bachelor's degree;Electrical and Electronics Engineering;15;0;36
45;female;NA;NA;NA;United States of America;United States of America;1;English;education;65000;1;master's degree (non-professional);Computer Science;15;300;NA
16;male;NA;NA;NA;Australia;Australia;NA;English;NA;NA;NA;some high school;NA;6;0;12
40;male;NA;NA;NA;United States of America;United States of America;0;English;office and administrative support;NA;0;some college credit- no degree;NA;6;100;2
24;male;married or domestic partnership;1;1;United States of America;United States of America;1;Afrikaans;arts- entertainment- sports- or media;12000;1;some college credit- no degree;NA;4;200;4
37;male;NA;NA;NA;Korea South;Korea South;0;Korean;software development and IT;60800;0;bachelor's degree;Computer and Information Systems Security;7;120;120
27;female;single- never married;NA;0;Taiwan;United States of America;1;Chinese;NA;NA;NA;some high school;NA;12;2000;6
19;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;some college credit- no degree;NA;5;50;10
22;female;NA;NA;NA;United States of America;United States of America;1;NA;NA;NA;NA;bachelor's degree;NA;60;17800;2
31;male;NA;NA;NA;United States of America;Canada;0;English;software development and IT;40000;0;bachelor's degree;Linguistics;40;100;16
NA;female;widowed;0;1;Antigua & Barbuda;Andorra;1;Quechua;NA;NA;NA;Ph.D.;Painting;0;0;0
23;male;NA;NA;NA;China;United States of America;1;Mandarin Chinese;software development and IT;50000;1;bachelor's degree;Chemistry;0;0;120
21;male;NA;NA;NA;Australia;Australia;0;English;software development and IT;70000;0;bachelor's degree;Software Engineering;8;0;40
42;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;software development and IT;150000;0;professional degree (MBA- MD- JD- etc.);History;10;4500;30
30;genderqueer;divorced;NA;0;United States of America;United States of America;0;English;finance;70000;0;bachelor's degree;Math;12;200;24
22;male;NA;NA;NA;United States of America;United Kingdom;0;English;sales;8500;1;some college credit- no degree;NA;2;10;18
30;male;married or domestic partnership;NA;0;United States of America;United States of America;0;English;architecture or physical engineering;60000;0;master's degree (non-professional);Civil Engineering;2;0;12
30;male;married or domestic partnership;1;1;Estonia;Japan;0;Estonian;Academic research;20000;0;master's degree (non-professional);Statistics;4;10;24
29;male;NA;NA;NA;United States of America;United States of America;1;NA;government;NA;1;bachelor's degree;NA;3;0;2
29;female;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;52000;0;some college credit- no degree;NA;5;200;15
54;male;separated;2;1;Australia;Australia;0;English;NA;NA;NA;trade- technical- or vocational training;NA;4;0;24
26;male;married or domestic partnership;NA;0;United Kingdom;Japan;1;English;education;36000;1;bachelor's degree;Japanese Language and Literature;16;0;3
27;genderqueer;NA;NA;NA;United States of America;United States of America;0;English;NA;8000;1;some college credit- no degree;NA;20;0;3
27;male;NA;NA;NA;Cameroon;Cameroon;0;French;NA;NA;NA;some college credit- no degree;NA;60;0;12
21;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;15000;1;associate's degree;Computer Science;15;100;12
27;male;NA;NA;NA;Australia;Australia;1;Lao;NA;NA;NA;associate's degree;Computer Science;20;0;18
25;male;NA;NA;NA;Lithuania;Lithuania;0;Lithuanian;NA;NA;NA;high school diploma or equivalent (GED);NA;50;0;12
37;male;married or domestic partnership;1;1;India;United States of America;0;Tamil;software development and IT;135000;1;master's degree (non-professional);Electrical Engineering;10;5000;72
22;female;single- never married;NA;0;Canada;Canada;1;English;sales;NA;1;bachelor's degree;Graphic Design;10;0;2
20;male;NA;NA;NA;Trinidad & Tobago;Trinidad & Tobago;0;English;NA;NA;NA;some college credit- no degree;NA;20;0;6
28;female;NA;NA;NA;United States of America;Japan;0;English;education;26000;1;master's degree (non-professional);Art History;2;0;2
34;male;married or domestic partnership;2;1;United States of America;China;1;Chinese;education;32000;1;some college credit- no degree;NA;10;0;1
24;male;NA;NA;NA;El Salvador;El Salvador;0;Spanish;NA;NA;NA;some college credit- no degree;NA;2;0;20
18;male;NA;NA;NA;United States of America;United States of America;0;English;food and beverage;6000;1;high school diploma or equivalent (GED);NA;14;0;3
24;male;NA;NA;NA;Iran;Iran;0;Persian;NA;NA;NA;some college credit- no degree;NA;40;0;NA
39;male;NA;NA;NA;United States of America;United States of America;0;English;transportation;NA;1;bachelor's degree;Education;20;500;6
22;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;some college credit- no degree;NA;15;0;36
32;male;NA;NA;NA;Spain;Spain;0;Spanish;NA;NA;NA;trade- technical- or vocational training;NA;20;100;12
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;130;5
28;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;35000;1;associate's degree;Fire Science;25;35;24
26;male;married or domestic partnership;NA;0;United States of America;United States of America;0;English;office and administrative support;20000;1;some college credit- no degree;NA;2;0;6
31;male;NA;NA;NA;United States of America;United States of America;1;English;finance;70000;0;master's degree (non-professional);Chemical Engineering;2;14000;18
19;male;NA;NA;NA;Australia;Australia;0;English;NA;NA;NA;some college credit- no degree;NA;10;0;8
21;female;NA;NA;NA;United Kingdom;United Kingdom;0;English;NA;NA;NA;some high school;NA;6;30;4
28;male;NA;NA;NA;New Zealand;Canada;1;English;NA;NA;NA;bachelor's degree;Mathematics;30;2000;6
27;male;NA;NA;NA;United States of America;United States of America;0;Polish;sales;90000;0;master's degree (non-professional);Civil Engineering;10;0;7
17;male;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;some high school;NA;1;0;4
27;male;single- never married;NA;0;Argentina;Argentina;0;Spanish;software development and IT;6000;0;some college credit- no degree;NA;4;0;6
36;male;NA;NA;NA;United States of America;Japan;1;English;office and administrative support;60000;0;bachelor's degree;Economics;5;0;12
34;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;57000;0;bachelor's degree;Urban Planning;12;500;13
35;male;NA;NA;NA;Philippines;Philippines;0;NA;software development and IT;25000;0;bachelor's degree;Computer Science;2;0;180
24;male;NA;NA;NA;United States of America;Korea South;1;Korean;NA;NA;NA;bachelor's degree;Mechanical Engineering;15;500;18
20;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;some college credit- no degree;NA;6;200;24
24;male;NA;NA;NA;Indonesia;Indonesia;0;Indonesian;NA;NA;NA;high school diploma or equivalent (GED);NA;10;0;8
15;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;NA;NA;NA;some high school;NA;NA;0;52
37;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;education;34000;0;bachelor's degree;Liberal Arts;14;200;10
39;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;software development and IT;92000;0;some college credit- no degree;NA;8;6000;168
19;male;NA;NA;NA;United States of America;United States of America;1;Russian;NA;NA;NA;high school diploma or equivalent (GED);NA;NA;NA;NA
29;male;NA;NA;NA;New Zealand;Australia;0;English;office and administrative support;20300;1;some college credit- no degree;NA;6;15;16
26;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;30000;0;bachelor's degree;Philosophy;25;700;6
25;male;NA;NA;NA;United States of America;United States of America;0;English;nonprofit;7000;0;some college credit- no degree;NA;2;700;20
28;female;NA;NA;NA;United States of America;United States of America;1;English;sales;52000;0;bachelor's degree;Business Administration and Management;30;50;1
24;male;single- never married;NA;0;United States of America;United States of America;1;Korean;finance;7623;1;bachelor's degree;Mathematics;7;55;8
21;female;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;some college credit- no degree;NA;50;200;40
22;male;NA;NA;NA;Germany;Germany;0;German;transportation;20000;1;some college credit- no degree;NA;20;400;12
31;male;NA;NA;NA;United States of America;United States of America;0;English;law enforcement and fire and rescue;44000;1;associate's degree;Emergency Medical Technician (EMT Paramedic);3;0;12
19;male;NA;NA;NA;United States of America;United States of America;0;English;office and administrative support;10000;1;some college credit- no degree;NA;5;20;36
20;male;NA;NA;NA;Australia;Australia;0;English;software development and IT;19000;0;trade- technical- or vocational training;NA;5;0;2
27;female;married or domestic partnership;1;1;United States of America;United States of America;0;English;Consulting ;45000;1;master's degree (non-professional);Mathematics;10;1;100
18;male;NA;NA;NA;India;India;0;Hindi;NA;NA;NA;high school diploma or equivalent (GED);NA;5;0;10
29;male;NA;NA;NA;Mexico;Mexico;0;Spanish;software development and IT;20000;0;professional degree (MBA- MD- JD- etc.);Software Engineering;20;1000;6
27;male;NA;NA;NA;United States of America;United States of America;1;English;legal;74000;0;bachelor's degree;Chemical Engineering;10;100;4
28;male;NA;NA;NA;United States of America;United States of America;1;English;software development and IT;33000;1;bachelor's degree;Linguistics;3;0;2
26;male;married or domestic partnership;NA;0;Turkey;Turkey;0;Turkish;NA;NA;NA;some college credit- no degree;NA;6;0;1
29;female;NA;NA;NA;United States of America;Taiwan;0;Mandarin Chinese;software development and IT;30000;0;bachelor's degree;Accounting;4;0;6
28;male;NA;NA;NA;United States of America;Spain;0;English;NA;NA;NA;bachelor's degree;Biology;20;20;5
NA;male;NA;NA;NA;Australia;Australia;0;English;NA;NA;NA;bachelor's degree;Psychology;NA;NA;NA
25;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;40000;0;bachelor's degree;Philosophy;50;500;19
26;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;125000;0;bachelor's degree;Marketing;10;1300;6
44;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;associate's degree;Math;20;500;4
24;male;NA;NA;NA;Brazil;Brazil;0;Portuguese;NA;NA;NA;bachelor's degree;Computer Science;10;0;50
23;male;NA;NA;NA;United States of America;United States of America;0;English;sales;28000;1;some college credit- no degree;NA;20;500;120
19;male;NA;NA;NA;India;India;0;Tamil;NA;NA;NA;bachelor's degree;Information Technology;7;0;3
43;male;NA;NA;NA;United States of America;United States of America;0;English;sales;62000;1;some college credit- no degree;NA;20;1000;3
25;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;38000;0;bachelor's degree;Information Technology;25;200;48
17;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;some high school;NA;2;NA;4
17;male;NA;NA;NA;India;India;0;Hindi;NA;NA;NA;high school diploma or equivalent (GED);NA;15;0;8
28;male;married or domestic partnership;NA;0;Brunei;Brunei;1;Chinese;law enforcement and fire and rescue;43000;0;master's degree (non-professional);Forensic Science;10;0;4
24;male;NA;NA;NA;Brazil;Japan;1;Portuguese;service;20000;0;no high school (secondary school);NA;0;0;6
41;male;divorced;2;1;United States of America;United States of America;0;English;sales;90000;0;high school diploma or equivalent (GED);NA;30;0;12
32;male;NA;NA;NA;France;Japan;1;English;education;20000;1;some college credit- no degree;NA;20;0;1
30;male;married or domestic partnership;2;1;United States of America;United States of America;1;English;education;40000;1;master's degree (non-professional);Teaching English as a Second Language;4;100;12
14;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;no high school (secondary school);NA;21;0;12
18;male;NA;NA;NA;Germany;Germany;0;German;NA;NA;NA;some high school;NA;NA;NA;NA
24;female;NA;NA;NA;United States of America;United States of America;0;English;health care;15000;0;bachelor's degree;Exercise Physiology;10;20;3
27;female;NA;NA;NA;Canada;Canada;0;English;Trades;16000;0;some college credit- no degree;NA;3;0;7
51;male;married or domestic partnership;2;1;Israel;Israel;0;Hebrew;software development and IT;NA;0;some high school;NA;5;NA;24
28;male;NA;NA;NA;Malaysia;Malaysia;1;Yue (Cantonese) Chinese;oil and gas midstream infrastructure manufacturing;25000;0;bachelor's degree;Electrical and Electronics Engineering;1;50;1
21;male;NA;NA;NA;India;India;0;English;NA;NA;NA;bachelor's degree;Information Technology;6;0;12
17;male;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;some high school;NA;1;60;1
27;female;married or domestic partnership;NA;0;India;India;0;Hindi;software development and IT;8500;1;bachelor's degree;Computer Science;8;0;600
42;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;NA;NA;NA;bachelor's degree;Business Administration and Management;5;0;6
27;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;education;37000;1;master's degree (non-professional);Counseling Psychology;20;200;6
24;female;NA;NA;NA;United States of America;United States of America;1;English;software development and IT;25000;0;bachelor's degree;English;15;9500;30
35;male;NA;NA;NA;Canada;Canada;0;English;NA;NA;NA;trade- technical- or vocational training;NA;10;0;2
26;female;NA;NA;NA;United States of America;United States of America;1;English;Barber;19000;1;associate's degree;Animation- Video Graphics and Special Effects;30;10000;5
39;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;arts- entertainment- sports- or media;26500;1;professional degree (MBA- MD- JD- etc.);Public Administration;14;500;14
24;male;married or domestic partnership;NA;0;Malaysia;Malaysia;0;English;software development and IT;10000;0;bachelor's degree;Computer Science;10;0;NA
21;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;software development and IT;56000;0;bachelor's degree;Linguistics;NA;0;9
28;male;NA;NA;NA;Ecuador;Ecuador;0;Spanish;NA;NA;NA;professional degree (MBA- MD- JD- etc.);Law;10;100;1
34;female;married or domestic partnership;2;1;Hong Kong;Hong Kong;0;Chinese;software development and IT;20000;0;master's degree (non-professional);Chemistry;NA;0;0
35;male;married or domestic partnership;2;1;Uzbekistan;United States of America;0;Uzbek;food and beverage;20000;0;associate's degree;Math;34;0;2
38;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;software development and IT;60000;0;associate's degree;Mathematics;30;2000;20
25;male;NA;NA;NA;United States of America;United States of America;0;English;education;41000;0;master's degree (non-professional);International Studies;15;0;2
31;female;NA;NA;NA;Canada;Canada;0;English;software development and IT;45000;0;bachelor's degree;Political Science;15;150;12
39;male;married or domestic partnership;NA;0;Korea South;Korea South;0;Korean;software development and IT;30000;0;bachelor's degree;Mathematics;5;0;36
25;male;NA;NA;NA;United States of America;United States of America;1;Spanish;NA;NA;NA;bachelor's degree;Political Science;40;3000;9
35;male;single- never married;NA;0;Greece;Greece;0;Greek;R&D;15000;0;professional degree (MBA- MD- JD- etc.);Chemical Engineering;1;0;84
23;male;NA;NA;NA;India;India;0;Hindi;software development and IT;10000;0;bachelor's degree;Computer Science;10;0;24
22;female;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;some college credit- no degree;NA;20;0;3
27;male;married or domestic partnership;NA;0;India;India;0;Hindi;software development and IT;7508;0;bachelor's degree;Computer Science;10;0;48
NA;male;NA;NA;NA;France;Japan;0;NA;software development and IT;NA;0;professional degree (MBA- MD- JD- etc.);Computer Science;4;0;16
46;male;married or domestic partnership;3;1;Sri Lanka;Sri Lanka;1;Tamil;software development and IT;6000;1;master's degree (non-professional);Mathematics;30;0;20
30;male;NA;NA;NA;Russia;Russia;1;Tatar;construction and extraction;8700;1;professional degree (MBA- MD- JD- etc.);Electrical and Power Transmission Installation;40;600;14
35;male;married or domestic partnership;2;1;United States of America;NA;1;English;software development and IT;50000;0;NA;NA;5;1000;34
22;male;NA;NA;NA;Mexico;United States of America;1;Spanish;software development and IT;30000;1;associate's degree;Information Systems;10;100;12
31;male;NA;NA;NA;United States of America;Japan;1;English;education;60000;0;master's degree (non-professional);Linguistics;4;300;12
30;male;NA;NA;NA;United States of America;United States of America;0;English;finance;80000;0;master's degree (non-professional);Business Administration;3;500;5
12;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;NA;NA;NA;no high school (secondary school);NA;41;20;5
24;male;NA;NA;NA;Malaysia;Malaysia;1;English;office and administrative support;10000;0;bachelor's degree;Actuarial Science;2;0;1
32;female;NA;NA;NA;United States of America;United States of America;0;Russian;NA;NA;NA;bachelor's degree;International Relations;30;1000;2
30;male;married or domestic partnership;1;1;Slovenia;Slovenia;0;Slovenian;software development and IT;15000;0;associate's degree;Economics;5;1500;20
36;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;92000;0;bachelor's degree;Computer Science;6;0;120
23;male;NA;NA;NA;United States of America;United States of America;1;Mandarin Chinese;health care;70000;0;bachelor's degree;Biochemistry;8;0;12
19;male;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;some college credit- no degree;NA;80;0;14
30;male;NA;NA;NA;Italy;Italy;0;Italian;office and administrative support;20000;1;bachelor's degree;Linguistics- Interpretation- and Translation;NA;0;NA
17;male;NA;NA;NA;Germany;Germany;0;German;NA;NA;NA;some high school;NA;6;80;20
16;female;NA;NA;NA;United States of America;United States of America;1;Chinese;NA;NA;NA;some high school;NA;6;0;19
29;male;NA;NA;NA;Latvia;United Kingdom;0;Latvian;Advertising;32000;1;some college credit- no degree;NA;4;700;100
34;female;married or domestic partnership;NA;0;Kyrgyzstan;Switzerland;1;Russian;NA;NA;NA;professional degree (MBA- MD- JD- etc.);Political Science;30;2000;13
21;male;NA;NA;NA;United States of America;United States of America;1;English;software development and IT;6000;0;some college credit- no degree;NA;40;0;24
29;male;married or domestic partnership;NA;0;Turkey;Turkey;0;Turkish;NA;18000;0;bachelor's degree;Communications;12;1000;3
21;male;NA;NA;NA;United States of America;United States of America;1;English;software development and IT;6000;0;some college credit- no degree;NA;20;0;24
33;female;married or domestic partnership;2;1;Australia;Australia;0;English;health care;30000;0;trade- technical- or vocational training;NA;16;0;12
63;male;married or domestic partnership;5;1;Netherlands;Netherlands;0;Dutch;arts- entertainment- sports- or media;12000;0;trade- technical- or vocational training;NA;4;50;4
41;female;married or domestic partnership;2;1;Israel;Israel;0;Hebrew;NA;NA;NA;trade- technical- or vocational training;NA;10;500;12
22;male;NA;NA;NA;France;France;0;French;sales;15000;0;bachelor's degree;Selling and Sales;2;0;1
18;male;NA;NA;NA;Lithuania;Lithuania;0;Lithuanian;NA;NA;NA;high school diploma or equivalent (GED);NA;10;0;12
31;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;30000;0;some college credit- no degree;NA;30;0;16
36;male;NA;NA;NA;United States of America;United States of America;0;English;Hardware Test Engineering;56000;1;bachelor's degree;Engineering;8;0;24
65;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;128000;0;some college credit- no degree;NA;20;30000;445
44;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;software development and IT;78000;0;some college credit- no degree;NA;4;500;24
36;male;NA;NA;NA;Netherlands;Netherlands;0;Dutch;Web development and design;NA;0;professional degree (MBA- MD- JD- etc.);Multimedia;8;0;24
19;male;NA;NA;NA;Sweden;Sweden;0;Swedish;food and beverage;NA;0;high school diploma or equivalent (GED);NA;NA;0;NA
23;male;NA;NA;NA;Switzerland;Switzerland;0;French;software development and IT;80000;0;bachelor's degree;Animal Grooming;5;30000;84
29;male;NA;NA;NA;Nigeria;Nigeria;0;English;education;10000;0;bachelor's degree;Electrical and Electronics Engineering;6;0;12
24;male;NA;NA;NA;Malaysia;Malaysia;1;English;software development and IT;9000;0;bachelor's degree;Software Engineering;2;0;13
NA;NA;married or domestic partnership;NA;0;NA;NA;0;English;software development and IT;NA;0;high school diploma or equivalent (GED);NA;10;30;13
22;male;NA;NA;NA;United Kingdom;United Kingdom;1;Vietnamese;software development and IT;30000;0;bachelor's degree;Mathematics;5;0;6
29;male;NA;NA;NA;Italy;Italy;0;Italian;software development and IT;25000;0;master's degree (non-professional);Electrical and Electronics Engineering;10;0;70
26;male;NA;NA;NA;Germany;Germany;0;German;NA;NA;NA;some college credit- no degree;NA;10;200;12
30;male;married or domestic partnership;1;1;United Kingdom;United Kingdom;0;English;software development and IT;45000;0;some college credit- no degree;NA;2;50;1
22;male;NA;NA;NA;India;India;0;Hindi;NA;NA;NA;bachelor's degree;Computer Science;15;0;8
15;NA;NA;NA;NA;Netherlands;Netherlands;0;Dutch;software development and IT;NA;NA;no high school (secondary school);NA;15;NA;18
30;male;NA;NA;NA;Poland;Poland;0;Polish;software development and IT;NA;0;master's degree (non-professional);Web Design;4;200;60
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
36;female;NA;NA;NA;South Africa;South Africa;1;English;NA;12000;0;some college credit- no degree;NA;40;80;8
32;male;married or domestic partnership;NA;0;South Africa;South Africa;0;English;software development and IT;17200;0;some college credit- no degree;NA;1;7500;24
27;male;NA;NA;NA;Russia;Russia;0;Russian;NA;NA;NA;professional degree (MBA- MD- JD- etc.);Mechanical Engineering;15;10;3
30;male;NA;NA;NA;Germany;Germany;0;German;software development and IT;12000;0;professional degree (MBA- MD- JD- etc.);Biochemistry;5;0;60
29;male;single- never married;NA;0;India;India;0;Gujarati;software development and IT;6800;0;bachelor's degree;Psychology;7;0;2
27;female;single- never married;NA;0;Hong Kong;Hong Kong;0;Yue (Cantonese) Chinese;arts- entertainment- sports- or media;35000;0;bachelor's degree;Hotel and Hospitality Management;10;2500;12
25;male;NA;NA;NA;Croatia;Croatia;0;Croatian;software development and IT;15000;0;bachelor's degree;Information Technology;1;200;2
28;female;NA;NA;NA;United States of America;Germany;0;English;software development and IT;30000;0;bachelor's degree;Literature;0;5000;36
21;male;NA;NA;NA;Sweden;Sweden;0;Swedish;NA;NA;NA;high school diploma or equivalent (GED);NA;20;0;20
21;male;NA;NA;NA;Poland;Poland;0;Polish;software development and IT;13000;0;high school diploma or equivalent (GED);NA;20;100;30
27;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;NA;NA;NA;some college credit- no degree;NA;10;200;18
29;male;NA;NA;NA;Poland;Poland;0;Russian;software development and IT;21000;1;bachelor's degree;Computer Science;15;1300;24
26;male;NA;NA;NA;Poland;Poland;0;Polish;office and administrative support;9000;1;bachelor's degree;Civil Engineering;10;30;0
18;male;NA;NA;NA;Germany;Germany;0;German;NA;NA;NA;NA;NA;10;0;63
20;male;NA;NA;NA;Portugal;Portugal;0;Portuguese;NA;NA;NA;some college credit- no degree;NA;15;NA;24
36;male;married or domestic partnership;1;1;Germany;Germany;0;German;office and administrative support;23000;0;master's degree (non-professional);Sociology;4;300;15
25;male;NA;NA;NA;Germany;Germany;0;Italian;software development and IT;60000;0;associate's degree;Computer Science;1;300;24
33;male;married or domestic partnership;3;1;Pakistan;Pakistan;0;Urdu;software development and IT;20400;0;associate's degree;Electrical and Electronics Engineering;10;1000;24
52;male;married or domestic partnership;3;1;United States of America;United States of America;0;English;software development and IT;61000;0;bachelor's degree;Social Science Research Methods;2;0;6
30;female;married or domestic partnership;1;1;United States of America;Korea South;1;English;education;22000;1;bachelor's degree;Economics;5;0;2
26;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;Travel;19000;1;bachelor's degree;Game and Interactive Media Design;5;300;24
28;male;married or domestic partnership;3;1;United States of America;United States of America;0;Yiddish;software development and IT;40000;1;some high school;NA;15;0;3
22;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;30000;0;some high school;NA;3;2000;12
34;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;23000;0;some college credit- no degree;NA;5;0;15
44;male;NA;NA;NA;Spain;Spain;0;Spanish;software development and IT;12000;0;trade- technical- or vocational training;NA;5;500;12
32;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;NA;NA;NA;associate's degree;General Studies;15;100;12
34;male;married or domestic partnership;3;1;United States of America;United States of America;0;English;NA;NA;NA;associate's degree;Music Teacher Education;25;12000;18
28;male;NA;NA;NA;Puerto Rico;Puerto Rico;0;Spanish;Research assistant psychological research;13000;0;bachelor's degree;Psychology;4;0;24
48;female;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;Ph.D.;Music Performance;20;50;2
19;male;NA;NA;NA;United States of America;United States of America;0;English;NA;12000;NA;high school diploma or equivalent (GED);NA;15;15;9
32;male;NA;1;1;Brazil;Brazil;0;Portuguese;NA;NA;NA;some high school;NA;5;120;1
30;male;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;bachelor's degree;Psychology;30;0;3
42;male;married or domestic partnership;1;1;Greece;Greece;0;Greek;education;25000;0;Ph.D.;Business Administration and Management;2;1500;10
27;male;NA;NA;NA;United States of America;United States of America;0;English;health care;43000;1;bachelor's degree;Spanish Language and Literature;10;100;6
39;male;single- never married;NA;0;Russia;Russia;0;Russian;marketing- advertising- communications;65000;0;master's degree (non-professional);Public Relations;10;19;6
18;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;some college credit- no degree;NA;5;0;12
21;male;NA;NA;NA;Philippines;Hong Kong;1;Tagalog;NA;NA;NA;some college credit- no degree;NA;NA;0;1
28;male;NA;NA;NA;Italy;Spain;0;Italian;NA;NA;NA;some college credit- no degree;NA;20;200;6
20;male;NA;NA;NA;India;India;0;Hindi;NA;NA;NA;bachelor's degree;Computer Science;10;NA;20
30;male;NA;NA;NA;Germany;Malaysia;1;German;NA;NA;NA;bachelor's degree;Computer Science;30;0;24
53;female;married or domestic partnership;3;1;United States of America;United States of America;0;English;office and administrative support;30000;1;bachelor's degree;Journalism;40;300;24
28;male;NA;NA;NA;Romania;Romania;0;Romanian;software development and IT;8000;0;bachelor's degree;Civil Engineering;0;500;0
46;male;married or domestic partnership;NA;0;United States of America;United States of America;0;English;Marketing & advertising;30000;1;high school diploma or equivalent (GED);NA;35;1500;5
21;male;single- never married;NA;0;India;India;0;Gujarati;NA;NA;NA;bachelor's degree;Computer Science;2;0;12
50;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;education;10000;1;bachelor's degree;Liberal Arts and Humanities;15;1500;8
39;male;NA;NA;NA;Japan;Japan;0;Japanese;software development and IT;50000;1;bachelor's degree;Law;8;1000;60
34;male;NA;NA;NA;Iceland;Iceland;0;Icelandic;software development and IT;40000;0;some college credit- no degree;NA;3;150;36
26;male;NA;NA;NA;United States of America;United States of America;1;English;office and administrative support;38000;1;bachelor's degree;English;10;218;5
31;female;single- never married;NA;0;Kyrgyzstan;United States of America;1;English;office and administrative support;47000;1;some college credit- no degree;NA;5;20;12
23;male;NA;NA;NA;Poland;Poland;0;Polish;NA;NA;NA;some college credit- no degree;NA;7;0;6
26;male;married or domestic partnership;3;1;United States of America;United States of America;0;English;software development and IT;NA;1;associate's degree;Information Technology;NA;NA;NA
32;male;NA;NA;NA;Argentina;Singapore;1;Spanish;NA;NA;NA;bachelor's degree;Software Engineering;12;0;100
31;male;married or domestic partnership;3;1;United States of America;United States of America;0;English;NA;NA;NA;some college credit- no degree;NA;30;15000;12
46;male;married or domestic partnership;4;1;United States of America;United States of America;0;English;software development and IT;65000;0;associate's degree;Computer Programming;10;600;48
26;female;NA;NA;NA;United States of America;United States of America;1;English;software development and IT;32000;0;high school diploma or equivalent (GED);NA;24;100;20
30;male;NA;NA;NA;Philippines;Philippines;0;Hiligaynon;software development and IT;NA;1;bachelor's degree;Information Technology;8;NA;72
29;male;NA;NA;NA;Russia;Russia;0;Russian;software development and IT;15000;1;master's degree (non-professional);Linguistics- Interpretation- and Translation;30;50;2
